,ID,name,categories,lat,lng,cuisines,Rating,Cost for Two
78,,Cafe 2 2 Tango,Latin American Restaurant,28.554401,77.194514,"Cafe, American, Continental, Italian",3.6,1400.0
79,,Social Chhat,Indian Restaurant,28.554399,77.193913,"Continental, American, Asian, North Indian, Chinese, Pizza, Biryani, Beverages",4.7,1300.0
80,,Dzukou,Asian Restaurant,28.554590961273316,77.19405587434711,NA,0,0.0
81,,Rustom's Parsi Bhonu,Parsi Restaurant,28.537983842608966,77.19814927968137,"Bakery, Desserts",0,1000.0
82,,Pudding & Pie,Bakery,28.536377,77.20957,"Bakery, Fast Food",3.9,600.0
83,,Jerry's house,Café,28.533031,77.203823,"Mithai, Street Food",0,100.0
84,,"Cafe Coffee Day, Shivalik",Café,28.54159084527085,77.21880506076789,"Cafe, Bakery",4.1,1000.0
85,,RP's Restaurant,Indian Restaurant,28.540400571989785,77.2184289208642,"Mughlai, North Indian, Chinese",4.1,850.0
86,,Lipton,Café,28.545299930515966,77.18557101352522,"Biryani, Hyderabadi",4.0,700.0
87,,The Hiatus,Modern European Restaurant,28.53836338188183,77.18886170664838,NA,0,0.0
88,,FoodEx,Indian Restaurant,28.54129139325279,77.18684013124107,"North Indian, Chinese",3.1,400.0
89,,"Sagar Ratna, Malviya Nagar",Indian Restaurant,28.53709203887816,77.21765418117123,Fast Food,0,400.0
90,,CCD Rajiv Chowk,Café,28.558944467988397,77.21808646408994,Biryani,3.3,300.0
91,,Noodlebox,Asian Restaurant,28.53797,77.219406,"Chinese, Thai",3.8,600.0
92,,Dhaba opposite Sahaj Yogya,Restaurant,28.536460217548356,77.1881204663321,"Chinese, North Indian, Biryani",0,300.0
